district,year,crop,season,area,production,yield,AvgRain,AvgTemp,district_encoded,crop_encoded,season_encoded
MOGA,2009,Guar seed,Whole year,100,100,1,33.07583333,26.79041667,11,6,2
MOGA,2001,Moong,Kharif,2800,200,0.071428571,35.83916667,26.82083333,11,11,0
MOGA,2001,Arhar (Tur),Kharif,300,200,0.666666667,35.83916667,26.82083333,11,0,0
MOGA,2012,Arhar (Tur),Kharif,200,200,1,35.53166667,25.87291667,11,0,0
MOGA,1998,Gram,Rabi,200,200,1,27.81583333,26.79958333,11,4,1
MOGA,2009,Arhar (Tur),Kharif,400,300,0.75,33.07583333,26.79041667,11,0,0
MOGA,2012,Moong,Kharif,300,300,1,35.53166667,25.87291667,11,11,0
MOGA,1999,Gram,Rabi,200,300,1.5,22.84666667,27.70583333,11,4,1
MOGA,2003,Gram,Rabi,200,300,1.5,41.63833333,26.22,11,4,1
MOGA,1998,Arhar (Tur),Kharif,600,400,0.666666667,27.81583333,26.79958333,11,0,0
MOGA,1999,Arhar (Tur),Kharif,600,400,0.666666667,22.84666667,27.70583333,11,0,0
MOGA,2009,Moong,Kharif,500,400,0.8,33.07583333,26.79041667,11,11,0
MOGA,2008,Arhar (Tur),Kharif,400,400,1,65.0225,25.5625,11,0,0
MOGA,2002,Gram,Rabi,500,400,0.8,25.7975,27.69791667,11,4,1
MOGA,2007,Moong,Kharif,800,500,0.625,38.51916667,26.66958333,11,11,0
MOGA,2007,Arhar (Tur),Kharif,600,500,0.833333333,38.51916667,26.66958333,11,0,0
MOGA,2000,Gram,Rabi,400,500,1.25,28.25416667,27.125,11,4,1
MOGA,2003,Arhar (Tur),Kharif,1000,600,0.6,41.63833333,26.22,11,0,0
MOGA,2002,Arhar (Tur),Kharif,900,600,0.666666667,25.7975,27.69791667,11,0,0
MOGA,2004,Arhar (Tur),Kharif,900,600,0.666666667,34.83166667,27.175,11,0,0
MOGA,2005,Arhar (Tur),Kharif,800,600,0.75,43.11083333,25.93125,11,0,0
MOGA,2008,Moong,Kharif,700,600,0.857142857,65.0225,25.5625,11,11,0
MOGA,2010,Moong,Kharif,700,600,0.857142857,47.2375,26.66083333,11,11,0
MOGA,2010,Arhar (Tur),Kharif,500,600,1.2,47.2375,26.66083333,11,0,0
MOGA,2001,Gram,Rabi,500,600,1.2,35.83916667,26.82083333,11,4,1
MOGA,2000,Arhar (Tur),Kharif,800,700,0.875,28.25416667,27.125,11,0,0
MOGA,2006,Arhar (Tur),Kharif,800,700,0.875,45.6375,26.59416667,11,0,0
MOGA,2002,Moong,Kharif,1600,900,0.5625,25.7975,27.69791667,11,11,0
MOGA,2000,Bajra,Kharif,2000,1000,0.5,28.25416667,27.125,11,1,0
MOGA,2005,Moong,Kharif,1000,1000,1,43.11083333,25.93125,11,11,0
MOGA,1998,Rapeseed &Mustard,Rabi,1000,1000,1,27.81583333,26.79958333,11,15,1
MOGA,1999,Rapeseed &Mustard,Rabi,1000,1000,1,22.84666667,27.70583333,11,15,1
MOGA,2002,Rapeseed &Mustard,Rabi,1000,1000,1,25.7975,27.69791667,11,15,1
MOGA,2003,Rapeseed &Mustard,Rabi,1000,1000,1,41.63833333,26.22,11,15,1
MOGA,2004,Rapeseed &Mustard,Rabi,1000,1000,1,34.83166667,27.175,11,15,1
MOGA,2005,Rapeseed &Mustard,Rabi,1000,1000,1,43.11083333,25.93125,11,15,1
MOGA,2006,Rapeseed &Mustard,Rabi,1000,1000,1,45.6375,26.59416667,11,15,1
MOGA,2007,Rapeseed &Mustard,Rabi,1000,1000,1,38.51916667,26.66958333,11,15,1
MOGA,2008,Rapeseed &Mustard,Rabi,1000,1000,1,65.0225,25.5625,11,15,1
MOGA,2009,Rapeseed &Mustard,Rabi,1000,1000,1,33.07583333,26.79041667,11,15,1
MOGA,2010,Rapeseed &Mustard,Rabi,1000,1000,1,47.2375,26.66083333,11,15,1
MOGA,2012,Rapeseed &Mustard,Rabi,1000,1000,1,35.53166667,25.87291667,11,15,1
MOGA,2003,Moong,Kharif,1400,1100,0.785714286,41.63833333,26.22,11,11,0
MOGA,2004,Moong,Kharif,1100,1100,1,34.83166667,27.175,11,11,0
MOGA,1999,Moong,Kharif,2100,1200,0.571428571,22.84666667,27.70583333,11,11,0
MOGA,2006,Moong,Kharif,1000,1300,1.3,45.6375,26.59416667,11,11,0
MOGA,1998,Moong,Whole year,2800,1500,0.535714286,27.81583333,26.79958333,11,11,2
MOGA,2002,Maize,Kharif,1000,2000,2,25.7975,27.69791667,11,9,0
MOGA,2002,Barley,Rabi,1000,2000,2,25.7975,27.69791667,11,2,1
MOGA,2000,Moong,Kharif,4000,2900,0.725,28.25416667,27.125,11,11,0
MOGA,2001,Maize,Kharif,1000,3000,3,35.83916667,26.82083333,11,9,0
MOGA,2003,Maize,Kharif,1000,3000,3,41.63833333,26.22,11,9,0
MOGA,1998,Barley,Rabi,1000,3000,3,27.81583333,26.79958333,11,2,1
MOGA,2000,Barley,Rabi,1000,3000,3,28.25416667,27.125,11,2,1
MOGA,2001,Barley,Rabi,1000,3000,3,35.83916667,26.82083333,11,2,1
MOGA,2003,Barley,Rabi,1000,3000,3,41.63833333,26.22,11,2,1
MOGA,2004,Barley,Rabi,1000,3000,3,34.83166667,27.175,11,2,1
MOGA,2005,Barley,Rabi,1000,3000,3,43.11083333,25.93125,11,2,1
MOGA,2006,Barley,Rabi,1000,3000,3,45.6375,26.59416667,11,2,1
MOGA,2008,Barley,Rabi,1000,3000,3,65.0225,25.5625,11,2,1
MOGA,1999,Barley,Rabi,1000,4000,4,22.84666667,27.70583333,11,2,1
MOGA,2002,Cotton(lint),Kharif,5000,6000,1.2,25.7975,27.69791667,11,3,0
MOGA,2004,Sugarcane,Whole year,1000,6000,6,34.83166667,27.175,11,18,2
MOGA,2010,Cotton(lint),Kharif,3000,9000,3,47.2375,26.66083333,11,3,0
MOGA,2012,Cotton(lint),Kharif,2000,9000,4.5,35.53166667,25.87291667,11,3,0
MOGA,1998,Cotton(lint),Kharif,9000,10000,1.111111111,27.81583333,26.79958333,11,3,0
MOGA,2003,Cotton(lint),Kharif,4000,11000,2.75,41.63833333,26.22,11,3,0
MOGA,1999,Cotton(lint),Kharif,9000,13000,1.444444444,22.84666667,27.70583333,11,3,0
MOGA,2009,Cotton(lint),Kharif,4000,17000,4.25,33.07583333,26.79041667,11,3,0
MOGA,2001,Cotton(lint),Kharif,14000,20000,1.428571429,35.83916667,26.82083333,11,3,0
MOGA,2000,Cotton(lint),Kharif,8000,20000,2.5,28.25416667,27.125,11,3,0
MOGA,2004,Cotton(lint),Kharif,6000,20000,3.333333333,34.83166667,27.175,11,3,0
MOGA,2005,Cotton(lint),Kharif,7000,28000,4,43.11083333,25.93125,11,3,0
MOGA,2006,Cotton(lint),Kharif,7000,29000,4.142857143,45.6375,26.59416667,11,3,0
MOGA,2007,Cotton(lint),Kharif,8000,32000,4,38.51916667,26.66958333,11,3,0
MOGA,2008,Cotton(lint),Kharif,6000,36000,6,65.0225,25.5625,11,3,0
MOGA,2000,Sugarcane,Whole year,1000,60000,60,28.25416667,27.125,11,18,2
MOGA,2003,Sugarcane,Whole year,1000,60000,60,41.63833333,26.22,11,18,2
MOGA,2002,Sugarcane,Whole year,2000,100000,50,25.7975,27.69791667,11,18,2
MOGA,2001,Sugarcane,Whole year,2000,150000,75,35.83916667,26.82083333,11,18,2
MOGA,1999,Rice,Kharif,117000,393000,3.358974359,22.84666667,27.70583333,11,16,0
MOGA,1998,Rice,Kharif,118000,413000,3.5,27.81583333,26.79958333,11,16,0
MOGA,1998,Wheat,Rabi,124000,562000,4.532258065,27.81583333,26.79958333,11,21,1
MOGA,2002,Rice,Kharif,149000,568000,3.812080537,25.7975,27.69791667,11,16,0
MOGA,2001,Rice,Kharif,151000,579000,3.834437086,35.83916667,26.82083333,11,16,0
MOGA,2000,Rice,Kharif,159000,596000,3.748427673,28.25416667,27.125,11,16,0
MOGA,2003,Rice,Kharif,163000,667000,4.09202454,41.63833333,26.22,11,16,0
MOGA,2006,Rice,Kharif,168000,711000,4.232142857,45.6375,26.59416667,11,16,0
MOGA,2006,Wheat,Rabi,175000,725000,4.142857143,45.6375,26.59416667,11,21,1
MOGA,2004,Rice,Kharif,164000,731000,4.457317073,34.83166667,27.175,11,16,0
MOGA,2005,Rice,Kharif,167000,735000,4.401197605,43.11083333,25.93125,11,16,0
MOGA,2002,Wheat,Rabi,170000,735000,4.323529412,25.7975,27.69791667,11,21,1
MOGA,2003,Wheat,Rabi,171000,743000,4.34502924,41.63833333,26.22,11,21,1
MOGA,2010,Rice,Kharif,172000,745000,4.331395349,47.2375,26.66083333,11,16,0
MOGA,2007,Rice,Kharif,169000,749000,4.431952663,38.51916667,26.66958333,11,16,0
MOGA,2004,Wheat,Rabi,173000,759000,4.387283237,34.83166667,27.175,11,21,1
MOGA,2005,Wheat,Rabi,174000,767000,4.408045977,43.11083333,25.93125,11,21,1
MOGA,2009,Wheat,Rabi,177000,779000,4.401129944,33.07583333,26.79041667,11,21,1
MOGA,2001,Wheat,Rabi,167000,779000,4.664670659,35.83916667,26.82083333,11,21,1
MOGA,2012,Rice,Kharif,176000,794000,4.511363636,35.53166667,25.87291667,11,16,0
MOGA,2008,Rice,Kharif,174000,800000,4.597701149,65.0225,25.5625,11,16,0
MOGA,2009,Rice,Kharif,172000,812000,4.720930233,33.07583333,26.79041667,11,16,0
MOGA,2007,Wheat,Rabi,175000,818000,4.674285714,38.51916667,26.66958333,11,21,1
MOGA,2000,Wheat,Rabi,172000,818000,4.755813953,28.25416667,27.125,11,21,1
MOGA,1999,Wheat,Rabi,170000,838000,4.929411765,22.84666667,27.70583333,11,21,1
MOGA,2012,Wheat,Rabi,176000,871000,4.948863636,35.53166667,25.87291667,11,21,1
MOGA,2008,Wheat,Rabi,117000,873000,7.461538462,65.0225,25.5625,11,21,1
MOGA,2010,Wheat,Rabi,177000,887000,5.011299435,47.2375,26.66083333,11,21,1
MUKATSAR,2006,Sesamum,Kharif,400,100,0.25,32.12666667,27.20625,12,17,0
MUKATSAR,1998,Sesamum,Kharif,300,100,0.333333333,27.87583333,27.08041667,12,17,0
MUKATSAR,2008,Sesamum,Kharif,300,100,0.333333333,49.255,26.26333333,12,17,0
MUKATSAR,2004,Groundnut,Kharif,200,100,0.5,27.58,27.69083333,12,5,0
MUKATSAR,2009,Sesamum,Kharif,200,100,0.5,28.33083333,27.18125,12,17,0
MUKATSAR,2010,Sesamum,Kharif,200,100,0.5,42.1275,27.01166667,12,17,0
MUKATSAR,2000,Arhar (Tur),Kharif,100,100,1,20.26666667,27.59791667,12,0,0
MUKATSAR,2002,Moth,Kharif,100,100,1,18.275,28.13958333,12,12,0
MUKATSAR,2003,Arhar (Tur),Kharif,100,100,1,37.2525,26.53791667,12,0,0
MUKATSAR,2004,Arhar (Tur),Kharif,100,100,1,27.58,27.69083333,12,0,0
MUKATSAR,2006,Peas & Beans (Pulses),Rabi,100,100,1,32.12666667,27.20625,12,14,1
MUKATSAR,2012,Gram,Rabi,100,100,1,32.535,26.11958333,12,4,1
MUKATSAR,2003,Sesamum,Kharif,700,200,0.285714286,37.2525,26.53791667,12,17,0
MUKATSAR,2005,Sesamum,Kharif,600,200,0.333333333,34.2425,26.375,12,17,0
MUKATSAR,2002,Groundnut,Kharif,300,200,0.666666667,18.275,28.13958333,12,5,0
MUKATSAR,2007,Sesamum,Kharif,300,200,0.666666667,34.32166667,27.13208333,12,17,0
MUKATSAR,2003,Gram,Rabi,300,200,0.666666667,37.2525,26.53791667,12,4,1
MUKATSAR,1998,Peas & Beans (Pulses),Rabi,200,200,1,27.87583333,27.08041667,12,14,1
MUKATSAR,2006,Gram,Rabi,200,200,1,32.12666667,27.20625,12,4,1
MUKATSAR,2007,Gram,Rabi,200,200,1,34.32166667,27.13208333,12,4,1
MUKATSAR,2010,Gram,Rabi,100,200,2,42.1275,27.01166667,12,4,1
MUKATSAR,2004,Sesamum,Kharif,700,300,0.428571429,27.58,27.69083333,12,17,0
MUKATSAR,2002,Gram,Rabi,500,300,0.6,18.275,28.13958333,12,4,1
MUKATSAR,2000,Other Rabi Pulses,Rabi,300,300,1,20.26666667,27.59791667,12,13,1
MUKATSAR,2001,Gram,Rabi,300,300,1,30.40833333,27.29583333,12,4,1
MUKATSAR,2004,Gram,Rabi,300,300,1,27.58,27.69083333,12,4,1
MUKATSAR,2005,Gram,Rabi,300,300,1,34.2425,26.375,12,4,1
MUKATSAR,1999,Sesamum,Kharif,1000,400,0.4,16.4825,28.14166667,12,17,0
MUKATSAR,2001,Arhar (Tur),Kharif,700,400,0.571428571,30.40833333,27.29583333,12,0,0
MUKATSAR,2003,Groundnut,Kharif,400,400,1,37.2525,26.53791667,12,5,0
MUKATSAR,2010,Moong,Kharif,400,400,1,42.1275,27.01166667,12,11,0
MUKATSAR,2009,Moong,Kharif,300,400,1.333333333,28.33083333,27.18125,12,11,0
MUKATSAR,2001,Rapeseed &Mustard,Rabi,300,400,1.333333333,30.40833333,27.29583333,12,15,1
MUKATSAR,2008,Gram,Rabi,200,400,2,49.255,26.26333333,12,4,1
MUKATSAR,2009,Gram,Rabi,200,400,2,28.33083333,27.18125,12,4,1
MUKATSAR,2000,Sesamum,Kharif,1100,500,0.454545455,20.26666667,27.59791667,12,17,0
MUKATSAR,2008,Moong,Kharif,600,500,0.833333333,49.255,26.26333333,12,11,0
MUKATSAR,2012,Moong,Kharif,400,500,1.25,32.535,26.11958333,12,11,0
MUKATSAR,2000,Gram,Rabi,500,500,1,20.26666667,27.59791667,12,4,1
MUKATSAR,2002,Sesamum,Kharif,2400,700,0.291666667,18.275,28.13958333,12,17,0
MUKATSAR,2001,Sesamum,Kharif,1500,700,0.466666667,30.40833333,27.29583333,12,17,0
MUKATSAR,2005,Moong,Kharif,900,700,0.777777778,34.2425,26.375,12,11,0
MUKATSAR,1999,Gram,Rabi,600,700,1.166666667,16.4825,28.14166667,12,4,1
MUKATSAR,2002,Moong,Kharif,1700,800,0.470588235,18.275,28.13958333,12,11,0
MUKATSAR,2007,Moong,Kharif,800,800,1,34.32166667,27.13208333,12,11,0
MUKATSAR,2006,Moong,Kharif,700,800,1.142857143,32.12666667,27.20625,12,11,0
MUKATSAR,2002,Bajra,Kharif,1000,1000,1,18.275,28.13958333,12,1,0
MUKATSAR,2002,Maize,Kharif,1000,1000,1,18.275,28.13958333,12,9,0
MUKATSAR,2004,Bajra,Kharif,1000,1000,1,27.58,27.69083333,12,1,0
MUKATSAR,2006,Rapeseed &Mustard,Rabi,1000,1000,1,32.12666667,27.20625,12,15,1
MUKATSAR,2008,Rapeseed &Mustard,Rabi,1000,1000,1,49.255,26.26333333,12,15,1
MUKATSAR,2012,Rapeseed &Mustard,Rabi,1000,1000,1,32.535,26.11958333,12,15,1
MUKATSAR,2004,Moong,Kharif,1300,1100,0.846153846,27.58,27.69083333,12,11,0
MUKATSAR,1998,Moong,Whole year,1900,1300,0.684210526,27.87583333,27.08041667,12,11,2
MUKATSAR,1998,Gram,Rabi,1600,1500,0.9375,27.87583333,27.08041667,12,4,1
MUKATSAR,2009,Guar seed,Whole year,1300,1500,1.153846154,28.33083333,27.18125,12,6,2
MUKATSAR,1999,Moong,Kharif,3000,1600,0.533333333,16.4825,28.14166667,12,11,0
MUKATSAR,2000,Moong,Kharif,2200,1700,0.772727273,20.26666667,27.59791667,12,11,0
MUKATSAR,2003,Moong,Kharif,1900,1700,0.894736842,37.2525,26.53791667,12,11,0
MUKATSAR,2001,Moong,Kharif,1500,1800,1.2,30.40833333,27.29583333,12,11,0
MUKATSAR,2007,Guar seed,Whole year,2100,1900,0.904761905,34.32166667,27.13208333,12,6,2
MUKATSAR,2004,Rapeseed &Mustard,Rabi,3000,2000,0.666666667,27.58,27.69083333,12,15,1
MUKATSAR,2007,Rapeseed &Mustard,Rabi,1000,2000,2,34.32166667,27.13208333,12,15,1
MUKATSAR,2009,Rapeseed &Mustard,Rabi,1000,2000,2,28.33083333,27.18125,12,15,1
MUKATSAR,2010,Rapeseed &Mustard,Rabi,1000,2000,2,42.1275,27.01166667,12,15,1
MUKATSAR,2006,Guar seed,Whole year,2600,2000,0.769230769,32.12666667,27.20625,12,6,2
MUKATSAR,2008,Guar seed,Whole year,2300,2000,0.869565217,49.255,26.26333333,12,6,2
MUKATSAR,2012,Guar seed,Whole year,1800,2100,1.166666667,32.535,26.11958333,12,6,2
MUKATSAR,2005,Guar seed,Whole year,3100,2300,0.741935484,34.2425,26.375,12,6,2
MUKATSAR,2010,Guar seed,Whole year,1900,2300,1.210526316,42.1275,27.01166667,12,6,2
MUKATSAR,2004,Guar seed,Whole year,3900,2500,0.641025641,27.58,27.69083333,12,6,2
MUKATSAR,1999,Rapeseed &Mustard,Rabi,3000,3000,1,16.4825,28.14166667,12,15,1
MUKATSAR,2005,Rapeseed &Mustard,Rabi,2000,3000,1.5,34.2425,26.375,12,15,1
MUKATSAR,2002,Guar seed,Whole year,5400,3200,0.592592593,18.275,28.13958333,12,6,2
MUKATSAR,2003,Rapeseed &Mustard,Rabi,3000,4000,1.333333333,37.2525,26.53791667,12,15,1
MUKATSAR,2008,Barley,Rabi,1000,4000,4,49.255,26.26333333,12,2,1
MUKATSAR,2009,Barley,Rabi,1000,4000,4,28.33083333,27.18125,12,2,1
MUKATSAR,2010,Barley,Rabi,1000,4000,4,42.1275,27.01166667,12,2,1
MUKATSAR,2012,Barley,Rabi,1000,4000,4,32.535,26.11958333,12,2,1
MUKATSAR,1999,Maize,Kharif,2000,5000,2.5,16.4825,28.14166667,12,9,0
MUKATSAR,1998,Rapeseed &Mustard,Rabi,6000,5000,0.833333333,27.87583333,27.08041667,12,15,1
MUKATSAR,2002,Rapeseed &Mustard,Rabi,5000,5000,1,18.275,28.13958333,12,15,1
MUKATSAR,2004,Sugarcane,Whole year,1000,5000,5,27.58,27.69083333,12,18,2
MUKATSAR,2005,Sugarcane,Whole year,1000,5000,5,34.2425,26.375,12,18,2
MUKATSAR,2003,Guar seed,Whole year,8300,5200,0.626506024,37.2525,26.53791667,12,6,2
MUKATSAR,2005,Barley,Rabi,2000,6000,3,34.2425,26.375,12,2,1
MUKATSAR,2000,Maize,Kharif,3000,8000,2.666666667,20.26666667,27.59791667,12,9,0
MUKATSAR,2006,Barley,Rabi,2000,8000,4,32.12666667,27.20625,12,2,1
MUKATSAR,2007,Barley,Rabi,2000,8000,4,34.32166667,27.13208333,12,2,1
MUKATSAR,2001,Barley,Rabi,3000,9000,3,30.40833333,27.29583333,12,2,1
MUKATSAR,2002,Barley,Rabi,3000,10000,3.333333333,18.275,28.13958333,12,2,1
MUKATSAR,2003,Barley,Rabi,3000,10000,3.333333333,37.2525,26.53791667,12,2,1
MUKATSAR,2004,Barley,Rabi,3000,10000,3.333333333,27.58,27.69083333,12,2,1
MUKATSAR,1999,Barley,Rabi,4000,13000,3.25,16.4825,28.14166667,12,2,1
MUKATSAR,2000,Barley,Rabi,4000,13000,3.25,20.26666667,27.59791667,12,2,1
MUKATSAR,1998,Barley,Rabi,5000,16000,3.2,27.87583333,27.08041667,12,2,1
MUKATSAR,1998,Cotton(lint),Kharif,109000,100000,0.917431193,27.87583333,27.08041667,12,3,0
MUKATSAR,1998,Sugarcane,Whole year,2000,130000,65,27.87583333,27.08041667,12,18,2
MUKATSAR,1999,Sugarcane,Whole year,2000,130000,65,16.4825,28.14166667,12,18,2
MUKATSAR,1999,Cotton(lint),Kharif,85000,170000,2,16.4825,28.14166667,12,3,0
MUKATSAR,2002,Cotton(lint),Kharif,86000,202000,2.348837209,18.275,28.13958333,12,3,0
MUKATSAR,2003,Sugarcane,Whole year,4000,210000,52.5,37.2525,26.53791667,12,18,2
MUKATSAR,1998,Rice,Kharif,77000,221000,2.87012987,27.87583333,27.08041667,12,16,0
MUKATSAR,2000,Cotton(lint),Kharif,87000,233000,2.67816092,20.26666667,27.59791667,12,3,0
MUKATSAR,2001,Rice,Kharif,65000,239000,3.676923077,30.40833333,27.29583333,12,16,0
MUKATSAR,2002,Rice,Kharif,83000,261000,3.144578313,18.275,28.13958333,12,16,0
MUKATSAR,2003,Cotton(lint),Kharif,91000,267000,2.934065934,37.2525,26.53791667,12,3,0
MUKATSAR,1999,Rice,Kharif,91000,272000,2.989010989,16.4825,28.14166667,12,16,0
MUKATSAR,2006,Rice,Kharif,68000,272000,4,32.12666667,27.20625,12,16,0
MUKATSAR,2001,Cotton(lint),Kharif,126000,276000,2.19047619,30.40833333,27.29583333,12,3,0
MUKATSAR,2007,Rice,Kharif,68000,283000,4.161764706,34.32166667,27.13208333,12,16,0
MUKATSAR,2000,Sugarcane,Whole year,4000,290000,72.5,20.26666667,27.59791667,12,18,2
MUKATSAR,2005,Rice,Kharif,77000,298000,3.87012987,34.2425,26.375,12,16,0
MUKATSAR,2012,Cotton(lint),Kharif,88000,299000,3.397727273,32.535,26.11958333,12,3,0
MUKATSAR,2000,Rice,Kharif,89000,309000,3.471910112,20.26666667,27.59791667,12,16,0
MUKATSAR,2003,Rice,Kharif,87000,328000,3.770114943,37.2525,26.53791667,12,16,0
MUKATSAR,2010,Cotton(lint),Kharif,90000,330000,3.666666667,42.1275,27.01166667,12,3,0
MUKATSAR,2004,Rice,Kharif,86000,334000,3.88372093,27.58,27.69083333,12,16,0
MUKATSAR,2001,Sugarcane,Whole year,5000,380000,76,30.40833333,27.29583333,12,18,2
MUKATSAR,2009,Rice,Kharif,100000,387000,3.87,28.33083333,27.18125,12,16,0
MUKATSAR,2009,Cotton(lint),Kharif,96000,391000,4.072916667,28.33083333,27.18125,12,3,0
MUKATSAR,2008,Rice,Kharif,95000,402000,4.231578947,49.255,26.26333333,12,16,0
MUKATSAR,2010,Rice,Kharif,111000,432000,3.891891892,42.1275,27.01166667,12,16,0
MUKATSAR,2004,Cotton(lint),Kharif,105000,437000,4.161904762,27.58,27.69083333,12,3,0
MUKATSAR,2012,Rice,Kharif,118000,471000,3.991525424,32.535,26.11958333,12,16,0
MUKATSAR,2008,Cotton(lint),Kharif,107000,476000,4.448598131,49.255,26.26333333,12,3,0
MUKATSAR,2007,Cotton(lint),Kharif,128000,481000,3.7578125,34.32166667,27.13208333,12,3,0
MUKATSAR,2002,Sugarcane,Whole year,8000,500000,62.5,18.275,28.13958333,12,18,2
MUKATSAR,2005,Cotton(lint),Kharif,117000,542000,4.632478632,34.2425,26.375,12,3,0
MUKATSAR,2006,Cotton(lint),Kharif,131000,599000,4.572519084,32.12666667,27.20625,12,3,0
MUKATSAR,1998,Wheat,Rabi,175000,741000,4.234285714,27.87583333,27.08041667,12,21,1
MUKATSAR,2005,Wheat,Rabi,200000,787000,3.935,34.2425,26.375,12,21,1
MUKATSAR,2004,Wheat,Rabi,200000,799000,3.995,27.58,27.69083333,12,21,1
MUKATSAR,2002,Wheat,Rabi,192000,809000,4.213541667,18.275,28.13958333,12,21,1
MUKATSAR,2003,Wheat,Rabi,197000,814000,4.131979695,37.2525,26.53791667,12,21,1
MUKATSAR,2001,Wheat,Rabi,193000,818000,4.238341969,30.40833333,27.29583333,12,21,1
MUKATSAR,2006,Wheat,Rabi,202000,854000,4.227722772,32.12666667,27.20625,12,21,1
MUKATSAR,2000,Wheat,Rabi,189000,869000,4.597883598,20.26666667,27.59791667,12,21,1
MUKATSAR,1999,Wheat,Rabi,187000,884000,4.727272727,16.4825,28.14166667,12,21,1
MUKATSAR,2009,Wheat,Rabi,205000,950000,4.634146341,28.33083333,27.18125,12,21,1
MUKATSAR,2010,Wheat,Rabi,192000,957000,4.984375,42.1275,27.01166667,12,21,1
MUKATSAR,2007,Wheat,Rabi,202000,963000,4.767326733,34.32166667,27.13208333,12,21,1
MUKATSAR,2008,Wheat,Rabi,202000,977000,4.836633663,49.255,26.26333333,12,21,1
MUKATSAR,2012,Wheat,Rabi,209000,996000,4.765550239,32.535,26.11958333,12,21,1
NAWANSHAHR,2000,Sesamum,Kharif,100,10,0.1,41.01583333,26.54375,13,17,0
NAWANSHAHR,2002,Sesamum,Kharif,200,100,0.5,37.0775,27.14,13,17,0
NAWANSHAHR,2000,Arhar (Tur),Kharif,100,100,1,41.01583333,26.54375,13,0,0
NAWANSHAHR,2001,Sesamum,Kharif,100,100,1,45.6625,26.32708333,13,17,0
NAWANSHAHR,2003,Arhar (Tur),Kharif,100,100,1,53.6325,25.81208333,13,0,0
NAWANSHAHR,2003,Urad,Kharif,100,100,1,53.6325,25.81208333,13,20,0
NAWANSHAHR,2004,Arhar (Tur),Kharif,100,100,1,45.565,26.64166667,13,0,0
NAWANSHAHR,2004,Moong,Kharif,100,100,1,45.565,26.64166667,13,11,0
NAWANSHAHR,2005,Arhar (Tur),Kharif,100,100,1,53.49083333,25.50916667,13,0,0
NAWANSHAHR,2005,Sesamum,Kharif,100,100,1,53.49083333,25.50916667,13,17,0
NAWANSHAHR,2006,Arhar (Tur),Kharif,100,100,1,63.88833333,26.04791667,13,0,0
NAWANSHAHR,2008,Arhar (Tur),Kharif,100,100,1,90.14333333,24.945,13,0,0
NAWANSHAHR,2009,Arhar (Tur),Kharif,100,100,1,42.17916667,26.33958333,13,0,0
NAWANSHAHR,1999,Peas & Beans (Pulses),Rabi,300,100,0.333333333,32.2,27.14458333,13,14,1
NAWANSHAHR,2003,Masoor,Rabi,200,100,0.5,53.6325,25.81208333,13,10,1
NAWANSHAHR,2004,Masoor,Rabi,200,100,0.5,45.565,26.64166667,13,10,1
NAWANSHAHR,1998,Linseed,Rabi,100,100,1,32.34416667,26.38291667,13,8,1
NAWANSHAHR,1999,Linseed,Rabi,100,100,1,32.2,27.14458333,13,8,1
NAWANSHAHR,2000,Linseed,Rabi,100,100,1,41.01583333,26.54375,13,8,1
NAWANSHAHR,2001,Linseed,Rabi,100,100,1,45.6625,26.32708333,13,8,1
NAWANSHAHR,2004,Gram,Rabi,100,100,1,45.565,26.64166667,13,4,1
NAWANSHAHR,2007,Masoor,Rabi,100,100,1,50.2,26.05,13,10,1
NAWANSHAHR,1998,Masoor,Rabi,400,200,0.5,32.34416667,26.38291667,13,10,1
NAWANSHAHR,1999,Masoor,Rabi,300,200,0.666666667,32.2,27.14458333,13,10,1
NAWANSHAHR,2001,Masoor,Rabi,300,200,0.666666667,45.6625,26.32708333,13,10,1
NAWANSHAHR,2002,Masoor,Rabi,300,200,0.666666667,37.0775,27.14,13,10,1
NAWANSHAHR,2000,Masoor,Rabi,200,200,1,41.01583333,26.54375,13,10,1
NAWANSHAHR,2001,Rapeseed &Mustard,Rabi,200,200,1,45.6625,26.32708333,13,15,1
NAWANSHAHR,2005,Rapeseed &Mustard,Rabi,1000,1000,1,53.49083333,25.50916667,13,15,1
NAWANSHAHR,2008,Rapeseed &Mustard,Rabi,1000,1000,1,90.14333333,24.945,13,15,1
NAWANSHAHR,2010,Rapeseed &Mustard,Rabi,1000,1000,1,62.85666667,26.25416667,13,15,1
NAWANSHAHR,1999,Rapeseed &Mustard,Rabi,2000,2000,1,32.2,27.14458333,13,15,1
NAWANSHAHR,2002,Rapeseed &Mustard,Rabi,2000,2000,1,37.0775,27.14,13,15,1
NAWANSHAHR,2003,Rapeseed &Mustard,Rabi,2000,2000,1,53.6325,25.81208333,13,15,1
NAWANSHAHR,2004,Rapeseed &Mustard,Rabi,2000,2000,1,45.565,26.64166667,13,15,1
NAWANSHAHR,2006,Rapeseed &Mustard,Rabi,2000,2000,1,63.88833333,26.04791667,13,15,1
NAWANSHAHR,2009,Rapeseed &Mustard,Rabi,2000,2000,1,42.17916667,26.33958333,13,15,1
NAWANSHAHR,2003,Sunflower,Rabi,1000,2000,2,53.6325,25.81208333,13,19,1
NAWANSHAHR,2007,Rapeseed &Mustard,Rabi,1000,2000,2,50.2,26.05,13,15,1
